mu0,mu1,mu2,mu3,mu4,mu5,mu6,mu7,sigma0,sigma1,sigma2,sigma3,sigma4,sigma5,sigma6,sigma7,nlml,id
28.637,32.274,35.912,39.549,43.186,46.823,50.46,54.098,0.64717,0.65262,0.6616,0.67397,0.68956,0.70814,0.72948,0.75336,16.988,108
28.654,32.309,35.963,39.617,43.271,46.926,50.58,54.234,0.64116,0.64589,0.65371,0.66449,0.67811,0.69438,0.71314,0.73419,18.025,108
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,108
24.68,24.36,24.041,23.721,23.401,23.081,22.761,22.442,17.801,17.877,18.002,18.176,18.397,18.663,18.973,19.325,4.3507,108
25.128,25.255,25.383,25.511,25.638,25.766,25.893,26.021,21.956,22.012,22.106,22.237,22.404,22.606,22.843,23.113,9.0307,108
25.42,25.84,26.26,26.68,27.1,27.52,27.94,28.361,21.421,21.472,21.558,21.677,21.83,22.014,22.231,22.478,13.557,108
25.708,26.416,27.124,27.831,28.539,29.247,29.955,30.663,19.978,20.025,20.105,20.215,20.356,20.527,20.728,20.957,17.946,108
25.994,26.988,27.982,28.976,29.969,30.963,31.957,32.951,18.268,18.312,18.384,18.485,18.615,18.772,18.955,19.165,22.191,108
26.269,27.539,28.808,30.078,31.347,32.617,33.886,35.155,16.711,16.751,16.816,16.907,17.024,17.165,17.331,17.52,26.342,108
26.518,28.035,29.553,31.07,32.588,34.106,35.623,37.141,15.314,15.349,15.407,15.488,15.592,15.717,15.865,16.033,30.373,108
26.725,28.451,30.176,31.902,33.627,35.352,37.078,38.803,14.084,14.115,14.166,14.237,14.329,14.44,14.57,14.719,34.258,108
26.898,28.796,30.694,32.592,34.491,36.389,38.287,40.185,13.091,13.118,13.164,13.227,13.308,13.406,13.52,13.652,38.05,108
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,109
24.604,24.208,23.812,23.416,23.02,22.624,22.228,21.832,0.00037417,0.00042661,0.000502,0.00059161,0.00068993,0.00079373,0.00090112,0.0010109,2.096,109
24.16,23.321,22.481,21.641,20.801,19.962,19.122,18.282,1.5082,1.5375,1.5853,1.6498,1.7293,1.8217,1.9252,2.0381,5.27,109
24.441,23.881,23.322,22.763,22.203,21.644,21.085,20.525,7.8515,7.9375,8.0788,8.2726,8.5152,8.8027,9.1309,9.4954,10.707,109
24.858,24.716,24.575,24.433,24.291,24.149,24.007,23.865,12.983,13.061,13.191,13.371,13.599,13.873,14.189,14.545,15.964,109
25.016,25.032,25.048,25.064,25.08,25.096,25.112,25.128,14.712,14.786,14.908,15.077,15.292,15.55,15.85,16.189,20.553,109
25.136,25.272,25.408,25.544,25.68,25.816,25.952,26.088,15.747,15.818,15.935,16.097,16.303,16.551,16.84,17.167,25.074,109
25.24,25.48,25.72,25.96,26.2,26.44,26.68,26.919,16.358,16.426,16.54,16.697,16.897,17.139,17.42,17.739,29.534,109
25.337,25.674,26.011,26.348,26.684,27.021,27.358,27.695,16.76,16.827,16.938,17.092,17.288,17.525,17.8,18.113,33.969,109
25.43,25.86,26.29,26.72,27.15,27.58,28.011,28.441,17.029,17.095,17.204,17.355,17.548,17.78,18.051,18.359,38.385,109
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,109
24.775,24.549,24.324,24.099,23.873,23.648,23.423,23.198,21.643,21.708,21.818,21.969,22.163,22.397,22.671,22.983,4.5186,109
24.5,23.999,23.499,22.998,22.498,21.998,21.497,20.997,14.573,14.662,14.808,15.01,15.266,15.574,15.929,16.33,8.3227,109
24.649,24.299,23.948,23.597,23.247,22.896,22.545,22.195,15.186,15.271,15.411,15.604,15.85,16.145,16.487,16.872,12.479,109
24.779,24.557,24.336,24.114,23.893,23.671,23.45,23.229,17.066,17.143,17.271,17.449,17.675,17.947,18.264,18.622,17.046,109
24.859,24.718,24.577,24.436,24.294,24.153,24.012,23.871,18.086,18.16,18.282,18.452,18.668,18.928,19.232,19.576,21.577,109
24.92,24.839,24.759,24.678,24.598,24.517,24.437,24.356,18.587,18.659,18.779,18.944,19.156,19.41,19.707,20.045,26.047,109
24.975,24.95,24.925,24.9,24.875,24.849,24.824,24.799,18.968,19.039,19.156,19.319,19.526,19.777,20.069,20.401,30.526,109
25.027,25.053,25.08,25.106,25.133,25.159,25.186,25.212,19.239,19.309,19.425,19.585,19.79,20.037,20.326,20.654,35.001,109
25.076,25.152,25.228,25.304,25.38,25.456,25.532,25.609,19.451,19.52,19.634,19.793,19.996,20.241,20.526,20.851,39.477,109
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,109
25.075,25.149,25.224,25.299,25.373,25.448,25.523,25.597,13.395,13.506,13.688,13.94,14.258,14.636,15.072,15.558,4.0138,109
24.926,24.852,24.777,24.703,24.629,24.555,24.481,24.406,13.68,13.787,13.962,14.204,14.509,14.874,15.294,15.764,8.0675,109
24.994,24.987,24.981,24.974,24.968,24.961,24.955,24.948,13.497,13.604,13.781,14.024,14.332,14.698,15.12,15.593,12.056,109
25.064,25.128,25.192,25.256,25.32,25.384,25.448,25.512,13.403,13.51,13.687,13.931,14.238,14.605,15.027,15.5,16.049,109
25.136,25.271,25.407,25.543,25.678,25.814,25.95,26.085,13.337,13.444,13.621,13.864,14.171,14.538,14.96,15.432,20.043,109
25.208,25.416,25.624,25.832,26.04,26.248,26.457,26.665,13.325,13.432,13.608,13.85,14.156,14.521,14.941,15.411,24.058,109
25.281,25.562,25.842,26.123,26.404,26.685,26.965,27.246,13.204,13.311,13.487,13.731,14.037,14.403,14.823,15.294,28.017,109
25.354,25.707,26.061,26.414,26.768,27.121,27.475,27.828,13.237,13.343,13.519,13.76,14.064,14.427,14.845,15.313,32.058,109
25.427,25.854,26.281,26.709,27.136,27.563,27.99,28.417,13.18,13.286,13.46,13.701,14.005,14.368,14.785,15.252,36.047,109
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,109
24.518,24.037,23.555,23.073,22.592,22.11,21.629,21.147,14.583,14.662,14.792,14.973,15.202,15.477,15.797,16.157,4.229,109
23.292,21.585,19.877,18.17,16.462,14.755,13.047,11.34,3.1326,3.1794,3.2558,3.3599,3.4893,3.6411,3.8127,4.0016,7.2778,109
24.442,23.884,23.326,22.768,22.211,21.653,21.095,20.537,13.486,13.561,13.683,13.853,14.068,14.327,14.627,14.966,12.248,109
24.569,24.139,23.708,23.278,22.847,22.416,21.986,21.555,14.879,14.95,15.068,15.232,15.439,15.69,15.98,16.309,16.588,109
24.647,24.294,23.941,23.587,23.234,22.881,22.528,22.175,15.515,15.584,15.7,15.86,16.064,16.31,16.595,16.919,20.882,109
24.714,24.428,24.142,23.856,23.57,23.283,22.997,22.711,16.003,16.072,16.185,16.343,16.544,16.786,17.067,17.386,25.204,109
24.768,24.536,24.304,24.072,23.84,23.608,23.376,23.144,16.225,16.293,16.405,16.561,16.76,17,17.279,17.596,29.477,109
24.819,24.638,24.457,24.276,24.095,23.914,23.734,23.553,16.386,16.454,16.565,16.721,16.918,17.156,17.434,17.748,33.749,109
24.868,24.735,24.603,24.471,24.338,24.206,24.074,23.942,16.496,16.563,16.674,16.828,17.024,17.261,17.537,17.851,38.016,109
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,109
24.856,24.712,24.567,24.423,24.279,24.135,23.991,23.846,13.759,13.865,14.041,14.283,14.588,14.953,15.372,15.843,4.0486,109
24.923,24.846,24.769,24.692,24.615,24.538,24.461,24.384,13.605,13.712,13.889,14.132,14.438,14.805,15.226,15.698,8.0567,109
24.835,24.671,24.506,24.342,24.177,24.013,23.848,23.684,11.281,11.4,11.595,11.864,12.201,12.6,13.056,13.563,11.532,109
25.248,25.495,25.743,25.991,26.239,26.486,26.734,26.982,13.618,13.712,13.868,14.084,14.356,14.682,15.058,15.48,16.148,109
24.84,24.68,24.519,24.359,24.199,24.039,23.878,23.718,15.27,15.349,15.48,15.662,15.893,16.17,16.492,16.856,20.739,109
24.664,24.329,23.993,23.657,23.322,22.986,22.65,22.315,14.248,14.321,14.441,14.607,14.818,15.072,15.366,15.699,24.53,109
24.741,24.481,24.222,23.962,23.703,23.443,23.184,22.924,13.421,13.484,13.588,13.732,13.915,14.135,14.391,14.681,28.202,109
24.945,24.89,24.834,24.779,24.724,24.669,24.614,24.559,13.074,13.126,13.212,13.332,13.485,13.669,13.884,14.128,32.028,109
24.98,24.961,24.941,24.922,24.902,24.883,24.863,24.844,13.11,13.162,13.248,13.368,13.521,13.705,13.919,14.162,36.04,109
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,109
24.955,24.911,24.866,24.822,24.777,24.733,24.688,24.644,22.463,22.53,22.64,22.794,22.99,23.228,23.505,23.821,4.5308,109
24.91,24.82,24.73,24.64,24.551,24.461,24.371,24.281,22.247,22.314,22.425,22.58,22.778,23.017,23.296,23.615,9.0443,109
24.864,24.728,24.592,24.456,24.321,24.185,24.049,23.913,22.077,22.144,22.256,22.412,22.61,22.851,23.132,23.452,13.547,109
24.818,24.635,24.453,24.27,24.088,23.905,23.723,23.54,19.111,19.188,19.315,19.492,19.717,19.989,20.306,20.665,17.488,109
24.941,24.883,24.824,24.765,24.706,24.648,24.589,24.53,17.86,17.936,18.063,18.238,18.461,18.729,19.042,19.397,21.504,109
24.679,24.358,24.037,23.716,23.395,23.074,22.752,22.431,17.44,17.51,17.627,17.788,17.993,18.241,18.53,18.858,25.719,109
24.808,24.615,24.423,24.23,24.038,23.845,23.653,23.461,16.793,16.86,16.971,17.126,17.322,17.559,17.835,18.148,29.707,109
24.933,24.866,24.799,24.733,24.666,24.599,24.532,24.465,16.18,16.244,16.349,16.496,16.683,16.908,17.171,17.469,33.644,109
25.058,25.116,25.174,25.232,25.29,25.348,25.406,25.464,15.618,15.678,15.778,15.917,16.094,16.308,16.557,16.84,37.542,109
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,109
24.761,24.522,24.282,24.043,23.804,23.565,23.325,23.086,20.316,20.385,20.5,20.661,20.865,21.112,21.4,21.728,4.4587,109
24.675,24.351,24.026,23.701,23.377,23.052,22.727,22.403,16.213,16.297,16.436,16.628,16.873,17.167,17.508,17.893,8.4609,109
24.666,24.332,23.999,23.665,23.331,22.997,22.664,22.33,14.837,14.927,15.075,15.281,15.541,15.853,16.214,16.62,12.401,109
24.692,24.384,24.076,23.768,23.46,23.152,22.844,22.536,14.212,14.304,14.457,14.668,14.934,15.254,15.624,16.04,16.335,109
24.729,24.458,24.187,23.916,23.645,23.374,23.103,22.832,13.788,13.882,14.037,14.252,14.523,14.848,15.223,15.644,20.244,109
24.776,24.552,24.328,24.104,23.88,23.656,23.432,23.208,13.526,13.621,13.778,13.994,14.268,14.595,14.972,15.396,24.158,109
24.824,24.648,24.473,24.297,24.121,23.945,23.77,23.594,13.274,13.369,13.527,13.746,14.021,14.35,14.73,15.157,28.038,109
24.877,24.753,24.63,24.506,24.383,24.259,24.136,24.012,13.079,13.176,13.334,13.553,13.83,14.161,14.542,14.97,31.915,109
24.93,24.861,24.791,24.721,24.652,24.582,24.513,24.443,12.901,12.998,13.157,13.377,13.655,13.987,14.369,14.798,35.774,109
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,109
24.911,24.821,24.732,24.642,24.553,24.463,24.374,24.284,11.18,11.313,11.53,11.827,12.199,12.638,13.138,13.693,3.8331,109
25.174,25.348,25.521,25.695,25.869,26.043,26.217,26.39,18.056,18.137,18.27,18.455,18.69,18.973,19.303,19.676,8.6372,109
25.327,25.654,25.98,26.307,26.634,26.961,27.287,27.614,19.034,19.108,19.232,19.404,19.623,19.888,20.196,20.546,13.146,109
25.477,25.954,26.432,26.909,27.386,27.863,28.341,28.818,19.309,19.381,19.5,19.667,19.878,20.134,20.432,20.77,17.628,109
25.631,26.262,26.893,27.524,28.155,28.787,29.418,30.049,19.29,19.361,19.478,19.641,19.848,20.099,20.39,20.722,22.088,109
25.791,26.583,27.374,28.166,28.957,29.748,30.54,31.331,19.094,19.163,19.279,19.439,19.644,19.891,20.179,20.506,26.519,109
25.954,26.908,27.862,28.816,29.77,30.724,31.678,32.632,18.913,18.981,19.095,19.253,19.455,19.698,19.982,20.304,30.963,109
26.13,27.259,28.389,29.518,30.648,31.778,32.907,34.037,18.546,18.614,18.727,18.884,19.084,19.325,19.606,19.926,35.349,109
26.314,27.629,28.943,30.258,31.572,32.886,34.201,35.515,18.14,18.208,18.32,18.475,18.673,18.913,19.192,19.509,39.716,109
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,109
25.167,25.334,25.501,25.668,25.835,26.003,26.17,26.337,17.729,17.811,17.946,18.135,18.375,18.663,18.999,19.379,4.3067,109
25.349,25.697,26.046,26.395,26.744,27.092,27.441,27.79,16.976,17.059,17.197,17.387,17.629,17.92,18.258,18.641,8.5599,109
25.543,26.086,26.629,27.172,27.714,28.257,28.8,29.343,16.348,16.432,16.569,16.76,17.002,17.293,17.631,18.013,12.784,109
25.756,26.513,27.269,28.026,28.782,29.539,30.295,31.052,15.632,15.716,15.854,16.045,16.287,16.579,16.917,17.299,16.957,109
25.982,26.964,27.945,28.927,29.909,30.891,31.872,32.854,15.048,15.131,15.268,15.458,15.699,15.988,16.323,16.702,21.131,109
26.243,27.487,28.73,29.974,31.217,32.461,33.704,34.948,14.245,14.328,14.465,14.654,14.895,15.183,15.517,15.894,25.226,109
26.55,28.1,29.65,31.2,32.751,34.301,35.851,37.401,13.316,13.399,13.536,13.725,13.965,14.252,14.584,14.958,29.263,109
26.941,28.882,30.823,32.764,34.706,36.647,38.588,40.529,12.132,12.215,12.352,12.54,12.778,13.064,13.393,13.764,33.219,109
27.61,30.22,32.83,35.44,38.05,40.659,43.269,45.879,10.113,10.195,10.33,10.517,10.753,11.034,11.357,11.719,37.047,109
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,109
24.82,24.641,24.461,24.282,24.102,23.923,23.743,23.564,16.469,16.557,16.702,16.904,17.16,17.467,17.824,18.226,4.235,109
24.64,24.281,23.921,23.562,23.202,22.843,22.483,22.123,12.24,12.354,12.542,12.801,13.126,13.513,13.957,14.451,7.9066,109
24.803,24.605,24.408,24.211,24.013,23.816,23.618,23.421,12.521,12.63,12.811,13.059,13.372,13.744,14.171,14.649,11.852,109
24.942,24.883,24.825,24.766,24.708,24.649,24.591,24.532,12.481,12.588,12.765,13.008,13.314,13.679,14.099,14.568,15.766,109
25.077,25.153,25.23,25.307,25.383,25.46,25.537,25.613,12.357,12.463,12.637,12.876,13.178,13.538,13.951,14.413,19.659,109
25.212,25.424,25.636,25.848,26.06,26.272,26.484,26.696,12.204,12.308,12.48,12.716,13.014,13.368,13.776,14.231,23.536,109
25.348,25.695,26.043,26.391,26.738,27.086,27.434,27.781,12.011,12.114,12.284,12.517,12.811,13.161,13.563,14.013,27.382,109
25.484,25.969,26.453,26.937,27.422,27.906,28.39,28.875,11.789,11.891,12.058,12.289,12.58,12.926,13.323,13.767,31.194,109
25.624,26.248,26.872,27.497,28.121,28.745,29.369,29.993,11.588,11.688,11.853,12.081,12.367,12.709,13.101,13.539,35.003,109
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,109
25.055,25.11,25.164,25.219,25.274,25.329,25.384,25.439,18.238,18.32,18.456,18.644,18.883,19.171,19.506,19.886,4.3225,109
25.109,25.218,25.327,25.436,25.545,25.654,25.763,25.872,18.347,18.428,18.563,18.749,18.986,19.272,19.604,19.981,8.6598,109
25.162,25.325,25.487,25.65,25.812,25.975,26.137,26.3,18.461,18.542,18.675,18.86,19.095,19.378,19.708,20.081,13.013,109
25.216,25.432,25.648,25.865,26.081,26.297,26.513,26.729,18.503,18.583,18.716,18.9,19.134,19.416,19.744,20.116,17.365,109
25.271,25.543,25.814,26.085,26.356,26.628,26.899,27.17,18.428,18.508,18.641,18.825,19.059,19.341,19.67,20.042,21.694,109
25.326,25.652,25.978,26.304,26.63,26.956,27.282,27.608,18.404,18.484,18.617,18.8,19.034,19.316,19.644,20.015,26.034,109
25.382,25.764,26.146,26.528,26.91,27.292,27.674,28.056,18.324,18.404,18.536,18.72,18.954,19.236,19.565,19.936,30.353,109
25.436,25.871,26.307,26.743,27.178,27.614,28.049,28.485,18.361,18.441,18.573,18.756,18.989,19.27,19.597,19.967,34.717,109
25.491,25.982,26.472,26.963,27.454,27.945,28.436,28.927,18.334,18.413,18.545,18.728,18.961,19.241,19.567,19.937,39.057,109
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,109
25.048,25.096,25.145,25.193,25.241,25.289,25.337,25.386,20.744,20.816,20.935,21.102,21.313,21.569,21.868,22.207,4.4512,109
25.098,25.197,25.295,25.394,25.492,25.591,25.689,25.787,20.314,20.388,20.509,20.678,20.894,21.154,21.458,21.803,8.863,109
25.147,25.294,25.441,25.588,25.735,25.882,26.029,26.176,20.413,20.486,20.607,20.775,20.989,21.247,21.549,21.892,13.313,109
25.197,25.394,25.592,25.789,25.986,26.183,26.38,26.578,20.281,20.354,20.475,20.644,20.859,21.118,21.421,21.765,17.729,109
25.247,25.495,25.742,25.99,26.237,26.485,26.732,26.98,20.202,20.275,20.397,20.566,20.781,21.04,21.343,21.688,22.148,109
25.299,25.597,25.896,26.194,26.493,26.791,27.09,27.388,20.094,20.168,20.29,20.459,20.674,20.935,21.239,21.584,26.554,109
25.348,25.697,26.045,26.393,26.742,27.09,27.439,27.787,20.091,20.165,20.286,20.455,20.67,20.93,21.233,21.577,30.987,109
25.398,25.796,26.194,26.592,26.99,27.388,27.786,28.184,20.098,20.171,20.292,20.461,20.675,20.934,21.237,21.58,35.426,109
25.448,25.897,26.345,26.793,27.242,27.69,28.138,28.587,20.071,20.144,20.265,20.434,20.648,20.907,21.209,21.552,39.854,109
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,109
24.933,24.866,24.799,24.732,24.665,24.598,24.531,24.464,14.914,15.013,15.178,15.406,15.694,16.039,16.438,16.886,4.1212,109
24.784,24.568,24.352,24.136,23.92,23.704,23.487,23.271,12.774,12.888,13.074,13.332,13.655,14.04,14.483,14.976,7.9503,109
24.578,24.155,23.733,23.311,22.888,22.466,22.044,21.621,10.662,10.787,10.991,11.271,11.62,12.034,12.505,13.028,11.438,109
24.456,23.913,23.369,22.826,22.282,21.738,21.195,20.651,9.2149,9.3341,9.5295,9.7966,10.13,10.522,10.968,11.461,14.71,109
24.662,24.324,23.986,23.648,23.309,22.971,22.633,22.295,8.8958,8.9945,9.1565,9.3786,9.6567,9.9861,10.362,10.779,18.121,109
25.007,25.013,25.02,25.027,25.034,25.04,25.047,25.054,9.0365,9.1144,9.2428,9.4197,9.6423,9.9076,10.212,10.553,21.816,109
25.377,25.754,26.131,26.508,26.885,27.262,27.639,28.016,9.2486,9.3097,9.4108,9.5504,9.727,9.9385,10.183,10.458,25.735,109
25.626,26.252,26.877,27.503,28.129,28.755,29.381,30.006,9.0419,9.0918,9.1742,9.2884,9.4332,9.6072,9.8088,10.036,29.398,109
25.905,26.81,27.714,28.619,29.524,30.429,31.334,32.239,9.0254,9.0657,9.1325,9.2251,9.3429,9.4849,9.65,9.837,33.296,109
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,109
25.047,25.093,25.14,25.187,25.233,25.28,25.327,25.374,21.416,21.486,21.602,21.763,21.968,22.217,22.507,22.837,4.4831,109
25.094,25.187,25.281,25.375,25.468,25.562,25.656,25.749,21.357,21.427,21.542,21.704,21.909,22.158,22.448,22.778,8.9628,109
25.14,25.281,25.421,25.562,25.702,25.843,25.983,26.123,21.362,21.432,21.548,21.708,21.913,22.161,22.451,22.78,13.448,109
25.188,25.377,25.565,25.753,25.941,26.13,26.318,26.506,21.246,21.316,21.432,21.593,21.799,22.047,22.338,22.668,17.914,109
25.235,25.47,25.704,25.939,26.174,26.409,26.644,26.879,21.291,21.361,21.476,21.637,21.842,22.089,22.379,22.708,22.408,109
25.282,25.565,25.847,26.13,26.412,26.695,26.977,27.259,21.244,21.313,21.429,21.589,21.794,22.042,22.331,22.66,26.883,109
25.33,25.659,25.989,26.319,26.649,26.978,27.308,27.638,21.227,21.297,21.412,21.572,21.777,22.024,22.313,22.641,31.366,109
25.378,25.756,26.134,26.512,26.89,27.268,27.646,28.024,21.16,21.229,21.345,21.505,21.71,21.957,22.246,22.575,35.831,109
25.426,25.851,26.277,26.702,27.128,27.553,27.979,28.404,21.148,21.217,21.332,21.493,21.697,21.944,22.232,22.561,40.315,109
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,109
24.936,24.872,24.809,24.745,24.681,24.617,24.553,24.49,15.675,15.77,15.928,16.145,16.42,16.75,17.133,17.563,4.171,109
25.402,25.805,26.207,26.609,27.011,27.414,27.816,28.218,17.943,18.013,18.128,18.288,18.491,18.737,19.023,19.348,8.6986,109
25.828,26.655,27.483,28.31,29.138,29.965,30.793,31.621,16.5,16.562,16.664,16.805,16.986,17.204,17.458,17.747,13.039,109
26.323,27.646,28.969,30.292,31.615,32.938,34.26,35.583,13.792,13.846,13.935,14.059,14.216,14.407,14.629,14.881,17.141,109
26.801,28.602,30.403,32.204,34.006,35.807,37.608,39.409,10.993,11.036,11.108,11.208,11.336,11.49,11.669,11.872,20.927,109
27.108,29.216,31.324,33.432,35.54,37.648,39.756,41.864,9.1326,9.1664,9.2224,9.3002,9.3992,9.5189,9.6584,9.817,24.392,109
27.282,29.565,31.847,34.129,36.411,38.694,40.976,43.258,8.0046,8.0312,8.0755,8.1369,8.2153,8.3101,8.4208,8.5467,27.635,109
27.393,29.785,32.178,34.571,36.964,39.356,41.749,44.142,7.2515,7.2731,7.309,7.3589,7.4226,7.4998,7.5899,7.6926,30.737,109
27.463,29.925,32.388,34.85,37.313,39.776,42.238,44.701,6.6945,6.7124,6.7423,6.7838,6.8368,6.901,6.9761,7.0618,33.708,109
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,109
25.047,25.094,25.141,25.188,25.235,25.282,25.329,25.376,21.28,21.35,21.466,21.628,21.835,22.085,22.377,22.709,4.4767,109
25.095,25.189,25.284,25.378,25.473,25.567,25.662,25.757,21.147,21.218,21.334,21.497,21.705,21.955,22.248,22.581,8.9431,109
25.143,25.285,25.428,25.57,25.713,25.856,25.998,26.141,21.038,21.109,21.226,21.389,21.597,21.849,22.142,22.476,13.403,109
25.19,25.38,25.571,25.761,25.951,26.141,26.331,26.521,21.034,21.104,21.221,21.384,21.592,21.843,22.135,22.469,17.874,109
25.237,25.473,25.71,25.946,26.183,26.419,26.656,26.892,21.134,21.204,21.32,21.482,21.688,21.938,22.229,22.56,22.372,109
25.284,25.568,25.851,26.135,26.419,26.703,26.987,27.27,21.14,21.21,21.326,21.487,21.693,21.942,22.232,22.562,26.854,109
25.331,25.663,25.994,26.325,26.656,26.988,27.319,27.65,21.128,21.198,21.314,21.475,21.68,21.929,22.219,22.549,31.334,109
25.379,25.757,26.136,26.515,26.894,27.272,27.651,28.03,21.122,21.192,21.308,21.468,21.673,21.921,22.211,22.54,35.817,109
25.426,25.852,26.278,26.704,27.13,27.556,27.981,28.407,21.128,21.198,21.313,21.473,21.678,21.925,22.214,22.542,40.307,109
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,109
25.377,25.753,26.13,26.506,26.883,27.259,27.636,28.013,19.702,19.767,19.875,20.026,20.218,20.45,20.721,21.029,4.475,109
25.965,26.931,27.896,28.862,29.827,30.793,31.758,32.724,15.015,15.079,15.184,15.33,15.516,15.74,16.001,16.297,8.7632,109
27.658,30.316,32.975,35.633,38.291,40.949,43.607,46.265,0.061905,0.062384,0.063175,0.064266,0.065641,0.067284,0.069176,0.071296,4.349,109
27.664,30.328,32.992,35.656,38.32,40.984,43.647,46.311,0.10608,0.1067,0.10772,0.10913,0.11092,0.11307,0.11556,0.11837,4.7601,109
27.668,30.336,33.004,35.672,38.34,41.008,43.676,46.344,0.11664,0.11718,0.11808,0.11933,0.12092,0.12283,0.12506,0.12757,4.4369,109
27.678,30.355,33.033,35.71,38.388,41.065,43.743,46.42,0.21862,0.21947,0.22088,0.22283,0.22533,0.22834,0.23184,0.23582,6.9649,109
27.685,30.371,33.056,35.742,38.427,41.112,43.798,46.483,0.26123,0.2621,0.26355,0.26556,0.26812,0.27122,0.27484,0.27896,8.03,109
27.679,30.358,33.037,35.716,38.395,41.074,43.752,46.431,0.28273,0.28356,0.28493,0.28684,0.28927,0.29222,0.29566,0.29959,8.7096,109
