mu0,mu1,mu2,mu3,mu4,mu5,mu6,mu7,sigma0,sigma1,sigma2,sigma3,sigma4,sigma5,sigma6,sigma7,nlml,id
24.092,23.185,22.277,21.369,20.462,19.554,18.646,17.739,12.069,12.123,12.214,12.34,12.5,12.692,12.916,13.17,23.99,60
24.253,23.505,22.758,22.011,21.264,20.516,19.769,19.022,13.777,13.832,13.923,14.05,14.211,14.405,14.632,14.889,28.657,60
24.358,23.716,23.074,22.433,21.791,21.149,20.507,19.865,14.845,14.899,14.99,15.116,15.276,15.47,15.696,15.953,33.206,60
24.434,23.868,23.303,22.737,22.171,21.605,21.039,20.473,15.514,15.568,15.658,15.783,15.943,16.135,16.36,16.616,37.665,60
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,60
25.534,26.069,26.603,27.138,27.672,28.207,28.741,29.275,4.8193,5.0368,5.3797,5.8259,6.3538,6.9447,7.584,8.2603,3.1441,60
24.411,23.821,23.232,22.643,22.054,21.464,20.875,20.286,13.135,13.215,13.347,13.53,13.761,14.039,14.36,14.722,8.1859,60
24.149,23.297,22.446,21.594,20.743,19.891,19.04,18.189,9.9136,9.9888,10.113,10.284,10.501,10.759,11.057,11.39,11.59,60
24.394,23.788,23.183,22.577,21.971,21.365,20.76,20.154,12.31,12.383,12.505,12.672,12.885,13.14,13.436,13.769,15.947,60
24.489,23.977,23.466,22.954,22.443,21.932,21.42,20.909,12.339,12.411,12.53,12.696,12.905,13.156,13.447,13.775,19.836,60
24.585,24.17,23.755,23.34,22.925,22.51,22.095,21.68,13.149,13.22,13.337,13.5,13.706,13.954,14.242,14.567,24.095,60
24.659,24.319,23.978,23.637,23.296,22.956,22.615,22.274,13.653,13.723,13.839,13.999,14.203,14.448,14.733,15.055,28.32,60
24.726,24.452,24.178,23.903,23.629,23.355,23.081,22.807,14.059,14.128,14.243,14.401,14.603,14.846,15.128,15.447,32.562,60
24.784,24.567,24.351,24.135,23.919,23.702,23.486,23.27,14.316,14.385,14.498,14.656,14.856,15.097,15.377,15.694,36.77,60
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,60
24.414,23.829,23.243,22.657,22.072,21.486,20.901,20.315,6.9679,7.1079,7.3353,7.6424,8.02,8.4586,8.9492,9.4839,3.5634,60
25.052,25.104,25.156,25.208,25.26,25.312,25.364,25.416,15.064,15.15,15.293,15.491,15.741,16.042,16.39,16.783,8.2647,60
25.23,25.459,25.689,25.919,26.148,26.378,26.608,26.838,16.23,16.309,16.44,16.622,16.853,17.132,17.454,17.82,12.644,60
25.19,25.381,25.571,25.762,25.952,26.142,26.333,26.523,15.838,15.919,16.052,16.236,16.47,16.752,17.078,17.448,16.743,60
25.358,25.716,26.074,26.432,26.789,27.147,27.505,27.863,16.229,16.306,16.433,16.609,16.833,17.103,17.416,17.771,21.093,60
25.518,26.037,26.555,27.074,27.592,28.111,28.629,29.148,16.343,16.418,16.541,16.711,16.928,17.19,17.494,17.838,25.412,60
25.678,26.356,27.034,27.712,28.39,29.068,29.746,30.424,16.278,16.35,16.47,16.637,16.849,17.104,17.401,17.737,29.694,60
25.84,26.68,27.52,28.36,29.2,30.039,30.879,31.719,16.034,16.106,16.223,16.387,16.595,16.846,17.137,17.468,33.907,60
26.004,27.008,28.012,29.016,30.02,31.024,32.028,33.032,15.804,15.874,15.989,16.15,16.354,16.6,16.886,17.21,38.125,60
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,60
24.46,23.919,23.379,22.838,22.298,21.757,21.217,20.676,10.93,11.026,11.186,11.405,11.681,12.01,12.387,12.808,3.9802,60
23.583,22.165,20.748,19.33,17.913,16.495,15.078,13.66,3.1333,3.182,3.2616,3.3699,3.5042,3.6616,3.8394,4.0348,6.8061,60
23.396,21.792,20.189,18.585,16.981,15.377,13.773,12.17,2.3115,2.3361,2.3765,2.4319,2.5014,2.5838,2.6779,2.7825,9.1989,60
24.463,23.927,23.39,22.853,22.317,21.78,21.243,20.706,14.053,14.116,14.22,14.364,14.547,14.767,15.024,15.315,16.445,60
24.669,24.338,24.008,23.677,23.346,23.015,22.684,22.353,16.451,16.511,16.61,16.747,16.923,17.134,17.381,17.662,21.184,60
24.797,24.593,24.39,24.186,23.983,23.779,23.576,23.372,17.661,17.719,17.814,17.948,18.117,18.323,18.563,18.836,25.789,60
24.9,24.8,24.7,24.6,24.501,24.401,24.301,24.201,18.462,18.518,18.612,18.742,18.908,19.108,19.343,19.61,30.37,60
24.991,24.981,24.972,24.962,24.953,24.944,24.934,24.925,18.991,19.046,19.138,19.265,19.428,19.626,19.856,20.119,34.924,60
25.073,25.145,25.218,25.29,25.363,25.435,25.508,25.581,19.301,19.355,19.446,19.572,19.732,19.927,20.155,20.414,39.434,60
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,60
25.366,25.733,26.099,26.466,26.832,27.199,27.565,27.932,10.199,10.326,10.533,10.817,11.171,11.59,12.065,12.592,3.8092,60
25.169,25.338,25.507,25.676,25.845,26.014,26.183,26.351,12.651,12.758,12.934,13.176,13.481,13.845,14.263,14.73,7.9245,60
25.372,25.744,26.116,26.488,26.86,27.231,27.603,27.975,10.651,10.747,10.904,11.12,11.392,11.716,12.087,12.502,11.447,60
25.317,25.634,25.951,26.267,26.584,26.901,27.218,27.535,9.6592,9.7518,9.9043,10.114,10.377,10.69,11.048,11.448,14.84,60
25.365,25.729,26.094,26.459,26.823,27.188,27.552,27.917,8.5828,8.6742,8.8244,9.0305,9.2888,9.595,9.9447,10.334,17.976,60
24.61,24.219,23.829,23.439,23.048,22.658,22.268,21.878,10.857,10.922,11.03,11.18,11.369,11.596,11.859,12.156,22.996,60
25.029,25.057,25.086,25.115,25.144,25.172,25.201,25.23,12.008,12.063,12.155,12.283,12.445,12.64,12.867,13.124,27.448,60
25.312,25.623,25.935,26.246,26.558,26.869,27.181,27.492,12.303,12.351,12.432,12.543,12.685,12.857,13.057,13.284,31.627,60
25.531,26.063,26.594,27.126,27.657,28.188,28.72,29.251,12.229,12.271,12.343,12.441,12.567,12.72,12.897,13.099,35.635,60
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,60
24.458,23.915,23.373,22.83,22.288,21.745,21.203,20.661,9.3307,9.4434,9.6285,9.8817,10.198,10.572,10.997,11.468,3.8224,60
25.02,25.041,25.061,25.081,25.102,25.122,25.142,25.163,13.666,13.748,13.884,14.073,14.312,14.598,14.93,15.303,8.0822,60
25.078,25.157,25.235,25.313,25.392,25.47,25.548,25.627,16.014,16.09,16.214,16.387,16.607,16.871,17.178,17.526,12.587,60
25.128,25.255,25.383,25.511,25.638,25.766,25.894,26.021,16.78,16.853,16.974,17.141,17.355,17.611,17.91,18.249,16.969,60
25.175,25.35,25.525,25.7,25.875,26.05,26.225,26.4,17.245,17.316,17.435,17.599,17.808,18.06,18.354,18.687,21.35,60
25.221,25.442,25.663,25.884,26.105,26.326,26.546,26.767,17.619,17.689,17.806,17.967,18.173,18.422,18.711,19.039,25.752,60
25.267,25.533,25.8,26.066,26.333,26.599,26.866,27.132,17.861,17.93,18.045,18.205,18.409,18.655,18.941,19.266,30.146,60
25.312,25.625,25.937,26.25,26.562,26.875,27.187,27.5,17.965,18.034,18.149,18.308,18.51,18.754,19.039,19.362,34.506,60
25.358,25.716,26.073,26.431,26.789,27.147,27.505,27.862,18.094,18.163,18.276,18.434,18.635,18.878,19.16,19.482,38.892,60
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,60
24.402,23.805,23.207,22.609,22.011,21.414,20.816,20.218,8.0872,8.2056,8.3991,8.6628,8.9905,9.3754,9.8109,10.291,3.7253,60
24.668,24.336,24.004,23.672,23.34,23.008,22.676,22.343,10.575,10.681,10.855,11.094,11.394,11.751,12.159,12.613,7.6221,60
25.049,25.098,25.146,25.195,25.244,25.293,25.341,25.39,15.278,15.36,15.495,15.683,15.92,16.206,16.538,16.912,12.44,60
25.229,25.459,25.688,25.918,26.147,26.377,26.606,26.836,16.729,16.804,16.928,17.1,17.318,17.581,17.887,18.234,16.972,60
25.384,25.768,26.152,26.536,26.92,27.304,27.688,28.071,17.388,17.459,17.576,17.74,17.948,18.199,18.491,18.823,21.449,60
25.531,26.062,26.593,27.124,27.655,28.186,28.718,29.249,17.668,17.736,17.85,18.008,18.209,18.452,18.736,19.057,25.888,60
25.676,26.353,27.029,27.705,28.382,29.058,29.735,30.411,17.765,17.832,17.943,18.097,18.293,18.53,18.806,19.12,30.305,60
25.822,26.645,27.467,28.29,29.112,29.934,30.757,31.579,17.728,17.793,17.902,18.053,18.245,18.477,18.748,19.055,34.696,60
25.971,26.942,27.914,28.885,29.856,30.827,31.798,32.77,17.566,17.63,17.737,17.885,18.074,18.302,18.569,18.871,39.043,60
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,60
25.263,25.526,25.789,26.053,26.316,26.579,26.842,27.105,3.7909,4.1428,4.6708,5.3228,6.0588,6.8518,7.6842,8.5445,2.7539,60
24.234,23.468,22.702,21.936,21.17,20.404,19.638,18.872,5.2633,5.3829,5.5765,5.8368,6.1553,6.5235,6.9335,7.3783,6.5781,60
23.806,22.612,21.418,20.223,19.029,17.835,16.641,15.447,9.0908,9.171,9.3032,9.4853,9.7143,9.9871,10.3,10.65,11.685,60
24.035,23.071,22.106,21.141,20.176,19.212,18.247,17.282,9.103,9.1613,9.2576,9.3908,9.5594,9.7614,9.9949,10.258,15.162,60
23.93,22.859,21.789,20.719,19.648,18.578,17.507,16.437,9.6934,9.7506,9.8451,9.976,10.142,10.341,10.571,10.831,19.197,60
24.371,23.742,23.113,22.484,21.854,21.225,20.596,19.967,14.01,14.068,14.165,14.299,14.47,14.675,14.915,15.187,24.617,60
24.57,24.139,23.709,23.279,22.849,22.418,21.988,21.558,15.953,16.01,16.104,16.234,16.401,16.602,16.836,17.103,29.459,60
24.705,24.409,24.114,23.819,23.524,23.228,22.933,22.638,17.107,17.162,17.254,17.381,17.544,17.74,17.97,18.231,34.148,60
24.812,24.624,24.437,24.249,24.061,23.873,23.686,23.498,17.859,17.913,18.002,18.128,18.287,18.48,18.706,18.963,38.763,60
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,60
24.218,23.437,22.655,21.873,21.092,20.31,19.528,18.747,6.4133,6.5036,6.6515,6.8531,7.1039,7.399,7.7331,8.1016,3.7447,60
23.745,22.491,21.236,19.981,18.727,17.472,16.217,14.963,0.39913,0.40644,0.41834,0.43445,0.45433,0.4775,0.50351,0.53194,4.3933,60
24.62,24.239,23.859,23.478,23.098,22.717,22.337,21.956,7.4605,7.5252,7.6317,7.7784,7.9631,8.1831,8.4358,8.7182,10.576,60
24.87,24.741,24.611,24.481,24.351,24.222,24.092,23.962,11.168,11.236,11.349,11.505,11.702,11.939,12.212,12.521,15.421,60
25.011,25.022,25.033,25.045,25.056,25.067,25.078,25.089,12.803,12.869,12.979,13.131,13.325,13.557,13.827,14.132,19.901,60
25.119,25.238,25.357,25.476,25.595,25.714,25.833,25.952,13.57,13.635,13.743,13.892,14.081,14.31,14.575,14.875,24.217,60
25.216,25.431,25.647,25.863,26.078,26.294,26.509,26.725,14.007,14.071,14.177,14.324,14.51,14.735,14.996,15.291,28.479,60
25.307,25.613,25.92,26.227,26.533,26.84,27.147,27.454,14.256,14.319,14.423,14.567,14.751,14.972,15.23,15.522,32.7,60
25.395,25.791,26.186,26.582,26.977,27.372,27.768,28.163,14.442,14.504,14.607,14.749,14.931,15.149,15.404,15.692,36.923,60
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,60
24.744,24.487,24.231,23.975,23.718,23.462,23.205,22.949,11.352,11.475,11.677,11.954,12.3,12.711,13.18,13.702,3.8787,60
24.926,24.852,24.777,24.703,24.629,24.555,24.481,24.406,9.6052,9.7093,9.8805,10.115,10.409,10.758,11.156,11.598,7.393,60
25.236,25.472,25.709,25.945,26.181,26.417,26.654,26.89,9.5576,9.6458,9.791,9.9908,10.242,10.541,10.883,11.266,11.116,60
25.495,25.99,26.485,26.981,27.476,27.971,28.466,28.961,10.386,10.466,10.597,10.779,11.009,11.283,11.598,11.951,15.222,60
25.556,26.113,26.669,27.226,27.782,28.339,28.895,29.452,9.1856,9.2654,9.3969,9.578,9.8059,10.077,10.389,10.738,18.424,60
25.798,26.596,27.394,28.192,28.99,29.788,30.586,31.384,9.5331,9.6064,9.7273,9.8941,10.104,10.356,10.645,10.97,22.459,60
26.017,27.033,28.05,29.067,30.084,31.1,32.117,33.134,9.4549,9.5225,9.6342,9.7884,9.9831,10.216,10.485,10.786,26.297,60
26.223,27.446,28.669,29.892,31.115,32.338,33.561,34.784,9.3135,9.3761,9.4796,9.6225,9.8033,10.02,10.27,10.551,30.099,60
26.414,27.827,29.241,30.655,32.068,33.482,34.896,36.31,9.0545,9.1124,9.2082,9.3406,9.5082,9.709,9.9412,10.202,33.779,60
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,60
25.916,26.831,27.747,28.663,29.578,30.494,31.41,32.325,0.000084621,0.00008937,0.000096769,0.00010626,0.00011735,0.00012962,0.00014276,0.00015657,2.9476,60
25.127,25.255,25.382,25.509,25.637,25.764,25.891,26.019,0.000084189,0.000087723,0.000093316,0.00010063,0.00010931,0.00011906,0.00012965,0.00014088,4262500000,60
24.634,24.269,23.903,23.538,23.172,22.807,22.441,22.075,0.000084155,0.000087591,0.000093037,0.00010016,0.00010864,0.00011818,0.00012855,0.00013955,25258000000,60
24.622,24.244,23.865,23.487,23.109,22.731,22.353,21.974,0.000084035,0.000087129,0.000092055,0.00009854,0.0001063,0.00011507,0.00012464,0.00013485,25262000000,60
26.046,27.091,28.137,29.182,30.228,31.274,32.319,33.365,0.00008338,0.000084574,0.000086527,0.00008919,0.000092501,0.000096394,0.0001008,0.00010566,34502000000,60
26.357,27.715,29.072,30.429,31.787,33.144,34.501,35.859,0.000083226,0.000083966,0.000085184,0.000086862,0.000088972,0.000091485,0.000094369,0.000097591,36399000000,60
26.52,28.04,29.56,31.08,32.6,34.12,35.64,37.16,0.000083157,0.000083693,0.000084579,0.000085803,0.000087353,0.00008921,0.000091355,0.000093771,37557000000,60
26.61,28.221,29.831,31.441,33.052,34.662,36.273,37.883,0.000083118,0.000083538,0.000084234,0.000085198,0.000086422,0.000087895,0.000089604,0.000091537,38188000000,60
26.658,28.315,29.973,31.631,33.289,34.946,36.604,38.262,0.000083093,0.000083439,0.000084011,0.000084807,0.000085818,0.000087039,0.000088459,0.000090071,38458000000,60
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,60
24.294,23.588,22.882,22.177,21.471,20.765,20.059,19.353,6.0626,6.1855,6.3851,6.6544,6.9855,7.37,7.8,8.2684,3.559,60
25.167,25.334,25.501,25.668,25.835,26.002,26.168,26.335,11.697,11.776,11.906,12.085,12.312,12.584,12.899,13.252,7.8163,60
25.193,25.387,25.58,25.773,25.967,26.16,26.353,26.546,9.547,9.6273,9.7596,9.9419,10.172,10.445,10.76,11.112,11.126,60
25.373,25.745,26.118,26.491,26.863,27.236,27.609,27.981,11.927,12.002,12.126,12.298,12.515,12.775,13.076,13.415,15.708,60
25.524,26.049,26.573,27.097,27.621,28.146,28.67,29.194,13.174,13.245,13.363,13.525,13.731,13.979,14.267,14.591,20.162,60
25.671,26.342,27.013,27.684,28.355,29.026,29.697,30.368,13.647,13.715,13.828,13.984,14.183,14.422,14.7,15.013,24.458,60
25.818,26.636,27.453,28.271,29.089,29.907,30.724,31.542,13.726,13.792,13.901,14.053,14.246,14.478,14.747,15.053,28.644,60
25.963,26.925,27.888,28.85,29.813,30.775,31.738,32.701,13.78,13.844,13.95,14.098,14.285,14.511,14.773,15.07,32.846,60
26.107,27.214,28.321,29.428,30.535,31.642,32.749,33.856,13.756,13.819,13.922,14.066,14.248,14.468,14.724,15.013,37.028,60
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
24.567,24.133,23.7,23.266,22.833,22.399,21.966,21.532,14.58,14.664,14.801,14.992,15.234,15.524,15.861,16.24,4.2008,61
24.678,24.356,24.034,23.712,23.39,23.068,22.746,22.424,15.877,15.955,16.086,16.266,16.495,16.771,17.091,17.453,8.4239,61
24.37,23.74,23.11,22.48,21.85,21.221,20.591,19.961,13.369,13.444,13.569,13.742,13.961,14.224,14.529,14.873,12.262,61
23.969,22.939,21.908,20.877,19.847,18.816,17.785,16.754,11.825,11.889,11.996,12.143,12.33,12.554,12.815,13.108,16.173,61
24.078,23.156,22.234,21.312,20.39,19.468,18.546,17.624,12.111,12.175,12.279,12.425,12.609,12.831,13.088,13.378,20.072,61
23.688,22.376,21.063,19.751,18.439,17.127,15.814,14.502,11.455,11.506,11.591,11.709,11.858,12.039,12.249,12.486,24.161,61
23.454,21.908,20.362,18.816,17.27,15.724,14.178,12.632,10.321,10.364,10.436,10.535,10.661,10.813,10.989,11.19,27.713,61
23.626,22.253,20.879,19.506,18.132,16.758,15.385,14.011,11.798,11.843,11.918,12.021,12.153,12.312,12.498,12.709,32.224,61
23.446,21.893,20.339,18.785,17.232,15.678,14.124,12.571,10.977,11.016,11.08,11.17,11.284,11.422,11.583,11.766,35.8,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
25.604,26.208,26.812,27.416,28.02,28.624,29.228,29.832,7.9569,8.0757,8.27,8.5346,8.8632,9.249,9.6851,10.165,3.7149,61
26.792,28.585,30.377,32.169,33.962,35.754,37.546,39.339,3.0788,3.1268,3.2053,3.312,3.4444,3.5996,3.7748,3.9673,7.3867,61
25.925,26.849,27.774,28.698,29.623,30.547,31.472,32.396,8.4516,8.5277,8.6529,8.8252,9.042,9.3,9.5961,9.9267,11.215,61
26.332,27.664,28.996,30.328,31.66,32.992,34.324,35.656,7.2688,7.3241,7.4152,7.5411,7.6998,7.8894,8.1079,8.3528,14.778,61
25.885,26.771,27.656,28.542,29.427,30.312,31.198,32.083,11.462,11.524,11.627,11.77,11.95,12.168,12.419,12.704,19.782,61
25.754,26.508,27.261,28.015,28.769,29.523,30.276,31.03,12.023,12.085,12.186,12.327,12.506,12.721,12.971,13.253,23.809,61
26.015,27.031,28.046,29.062,30.077,31.093,32.108,33.124,11.331,11.383,11.47,11.589,11.741,11.924,12.137,12.378,27.593,61
26.309,27.619,28.928,30.237,31.546,32.856,34.165,35.474,10.904,10.947,11.018,11.117,11.243,11.394,11.571,11.772,31.549,61
26.472,27.944,29.416,30.888,32.36,33.832,35.304,36.776,10.198,10.235,10.296,10.381,10.489,10.62,10.772,10.946,35.06,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
24.509,24.018,23.528,23.037,22.546,22.055,21.564,21.073,14.227,14.307,14.439,14.622,14.854,15.132,15.455,15.819,4.21,61
22.977,20.954,18.932,16.909,14.886,12.863,10.841,8.8177,0.16093,0.16279,0.16584,0.17003,0.17526,0.18145,0.1885,0.19633,4.9792,61
23.104,21.207,19.311,17.415,15.518,13.622,11.726,9.8294,1.5581,1.571,1.5922,1.6215,1.6584,1.7025,1.7531,1.8098,9.0377,61
23.421,21.843,20.264,18.686,17.107,15.529,13.95,12.372,4.451,4.4808,4.5302,4.5984,4.6846,4.7879,4.9072,5.0413,13.639,61
23.778,22.556,21.335,20.113,18.891,17.669,16.448,15.226,7.5339,7.5759,7.6453,7.7414,7.8633,8.0098,8.1795,8.3711,18.312,61
23.668,22.336,21.004,19.672,18.34,17.008,15.676,14.344,6.6845,6.7172,6.7714,6.8466,6.942,7.057,7.1904,7.3414,21.324,61
23.878,22.755,21.633,20.51,19.388,18.265,17.143,16.021,8.7194,8.7577,8.8211,8.9092,9.0212,9.1561,9.3132,9.4911,26.073,61
24.038,23.076,22.114,21.152,20.19,19.228,18.266,17.304,10.68,10.722,10.792,10.889,11.012,11.161,11.335,11.532,31.002,61
24.142,23.285,22.427,21.57,20.712,19.854,18.997,18.139,11.279,11.321,11.392,11.49,11.615,11.766,11.941,12.141,35.162,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
24.503,24.006,23.509,23.012,22.515,22.018,21.521,21.024,12.255,12.346,12.498,12.707,12.971,13.286,13.65,14.058,4.0641,61
24.71,24.42,24.131,23.841,23.551,23.261,22.972,22.682,13.943,14.027,14.166,14.359,14.603,14.896,15.234,15.616,8.1593,61
24.793,24.587,24.38,24.174,23.967,23.76,23.554,23.347,12.713,12.798,12.938,13.132,13.377,13.671,14.01,14.391,11.923,61
24.812,24.625,24.437,24.249,24.062,23.874,23.686,23.498,11.151,11.233,11.368,11.556,11.792,12.075,12.401,12.766,15.381,61
24.928,24.855,24.783,24.711,24.639,24.566,24.494,24.422,13.334,13.411,13.54,13.717,13.942,14.212,14.525,14.878,20.069,61
25.035,25.069,25.104,25.139,25.173,25.208,25.243,25.277,13.443,13.519,13.645,13.82,14.041,14.306,14.614,14.961,24.125,61
25.098,25.196,25.294,25.393,25.491,25.589,25.687,25.785,14.5,14.574,14.696,14.865,15.08,15.338,15.637,15.976,28.67,61
25.194,25.388,25.582,25.776,25.97,26.164,26.358,26.552,14.414,14.487,14.608,14.775,14.987,15.242,15.539,15.874,32.73,61
25.244,25.489,25.733,25.978,26.222,26.466,26.711,26.955,14.95,15.021,15.14,15.304,15.513,15.764,16.056,16.386,37.153,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
25.642,26.284,26.925,27.567,28.209,28.851,29.492,30.134,0.000082569,0.000087203,0.000094422,0.00010369,0.0001145,0.00012647,0.0001393,0.00015277,2.7343,61
26.124,27.247,28.371,29.494,30.618,31.742,32.865,33.989,0.000081626,0.000083578,0.000086733,0.000090966,0.000096135,0.0001021,0.00010873,0.0001159,750170000,61
25.685,26.371,27.056,27.741,28.426,29.112,29.797,30.482,0.000081541,0.000083246,0.000086013,0.000089743,0.000094322,0.000099633,0.00010557,0.00011202,7703000000,61
26.188,27.375,28.563,29.75,30.938,32.126,33.313,34.501,0.000081305,0.000082315,0.000083971,0.000086237,0.000089065,0.000092404,0.000096201,0.0001004,10975000000,61
26.549,28.098,29.647,31.195,32.744,34.293,35.842,37.391,0.000081186,0.000081845,0.000082932,0.000084431,0.000086319,0.000088572,0.000091163,0.000094064,14362000000,61
26.499,27.997,29.496,30.995,32.493,33.992,35.49,36.989,0.00008115,0.000081701,0.000082612,0.000083871,0.000085462,0.000087367,0.000089566,0.000092038,14576000000,61
26.668,28.335,30.003,31.67,33.338,35.005,36.673,38.34,0.000081108,0.000081535,0.000082243,0.000083222,0.000084466,0.000085961,0.000087695,0.000089654,16682000000,61
26.701,28.403,30.104,31.805,33.507,35.208,36.909,38.611,0.000081087,0.000081451,0.000082055,0.000082893,0.000083958,0.000085242,0.000086735,0.000088425,16850000000,61
26.659,28.317,29.976,31.635,33.294,34.952,36.611,38.27,0.000081075,0.000081404,0.000081949,0.000082707,0.00008367,0.000084833,0.000086187,0.000087724,17320000000,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
25.529,26.058,26.587,27.116,27.644,28.173,28.702,29.231,11.265,11.36,11.517,11.734,12.007,12.333,12.707,13.125,4.0018,61
26.503,28.006,29.508,31.011,32.514,34.017,35.52,37.022,2.8479,2.893,2.9666,3.0667,3.1907,3.3361,3.5001,3.6803,6.8179,61
26.778,28.555,30.333,32.11,33.888,35.665,37.443,39.22,3.5934,3.6263,3.6806,3.7552,3.8491,3.9608,4.0889,4.2318,10.472,61
26.944,28.888,30.832,32.776,34.72,36.665,38.609,40.553,3.1653,3.1864,3.2213,3.2695,3.3305,3.4036,3.488,3.5829,13.241,61
26.945,28.89,30.836,32.781,34.726,36.671,38.616,40.561,2.7662,2.7814,2.8067,2.8418,2.8862,2.9396,3.0015,3.0713,15.362,61
26.845,28.689,30.534,32.378,34.223,36.068,37.912,39.757,3.1754,3.1908,3.2162,3.2516,3.2964,3.3504,3.4131,3.4841,18.365,61
26.857,28.713,30.57,32.426,34.283,36.139,37.996,39.852,2.8905,2.9027,2.9228,2.9507,2.9863,3.0292,3.0791,3.1357,20.464,61
26.853,28.707,30.56,32.413,34.267,36.12,37.973,39.827,2.6859,2.6958,2.7123,2.7353,2.7645,2.7998,2.8409,2.8876,22.485,61
26.913,28.826,30.739,32.651,34.564,36.477,38.39,40.303,2.7313,2.74,2.7545,2.7747,2.8004,2.8315,2.8678,2.9092,25.211,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
25.285,25.569,25.854,26.139,26.424,26.708,26.993,27.278,10.146,10.281,10.502,10.804,11.181,11.624,12.127,12.682,3.7738,61
25.372,25.744,26.116,26.488,26.86,27.232,27.603,27.975,12.409,12.52,12.703,12.954,13.27,13.647,14.079,14.562,7.9395,61
25.671,26.343,27.014,27.686,28.357,29.029,29.7,30.371,10.788,10.904,11.095,11.357,11.685,12.074,12.518,13.012,11.614,61
25.537,26.074,26.611,27.149,27.686,28.223,28.76,29.297,13.668,13.765,13.926,14.148,14.428,14.764,15.15,15.585,16.274,61
25.675,26.35,27.025,27.7,28.375,29.051,29.726,30.401,13.684,13.78,13.937,14.155,14.43,14.759,15.139,15.566,20.396,61
25.91,26.82,27.73,28.64,29.549,30.459,31.369,32.279,12.523,12.62,12.78,13,13.279,13.611,13.994,14.422,24.087,61
26.069,27.138,28.208,29.277,30.346,31.415,32.484,33.554,12.343,12.439,12.597,12.815,13.089,13.418,13.796,14.219,28.09,61
26.238,27.475,28.713,29.951,31.188,32.426,33.664,34.901,12.1,12.194,12.351,12.567,12.839,13.164,13.537,13.956,32.058,61
26.508,28.016,29.524,31.032,32.54,34.048,35.556,37.063,11.117,11.211,11.366,11.579,11.848,12.168,12.535,12.947,35.587,61
25,25,25,25,25,25,25,25,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,2.2361,1,61
24.951,24.902,24.853,24.804,24.756,24.707,24.658,24.609,20.453,20.527,20.648,20.816,21.031,21.29,21.592,21.936,4.4371,61
25.087,25.174,25.261,25.348,25.435,25.522,25.609,25.696,15.907,15.989,16.125,16.313,16.552,16.839,17.172,17.549,8.3762,61
25.398,25.796,26.194,26.592,26.99,27.388,27.786,28.184,14.56,14.633,14.754,14.922,15.135,15.391,15.688,16.024,12.392,61
25.788,26.577,27.365,28.154,28.942,29.731,30.519,31.308,13.752,13.812,13.913,14.052,14.229,14.443,14.692,14.973,16.536,61
26.132,27.264,28.396,29.529,30.661,31.793,32.925,34.057,12.405,12.455,12.539,12.655,12.802,12.98,13.188,13.423,20.465,61
26.417,27.833,29.25,30.666,32.083,33.5,34.916,36.333,11.146,11.187,11.256,11.351,11.473,11.62,11.791,11.985,24.218,61
26.62,28.239,29.859,31.479,33.098,34.718,36.338,37.958,10.06,10.094,10.15,10.228,10.328,10.449,10.59,10.75,27.749,61
